Time,Symbol,Type,Price,SL,TP,Lots,Profit,Comment,Status
2026-04-20 16:02:51,XAUUSD,SELL,4811.9,0,0,0,-9.46,,CLOSED
2026-04-20 16:02:51,XAUUSD,SELL,4811.9,0,0,0,-9.47,,CLOSED
2026-04-20 16:02:51,XAUUSD,SELL,4811.9,0,0,0,-9.53,,CLOSED
2026-04-20 16:12:10,Volatility 75 Index,SELL,34001.44,0,0,0,-2.32,,CLOSED
2026-04-20 16:12:10,Volatility 75 Index,SELL,34001.44,0,0,0,-2.29,,CLOSED
2026-04-20 16:12:27,XAUUSD,SELL,4807.49,0,0,0,-10.26,,CLOSED
2026-04-20 16:12:27,XAUUSD,SELL,4807.24,0,0,0,-9.91,,CLOSED
2026-04-20 16:12:27,XAUUSD,SELL,4807.24,0,0,0,-10.13,,CLOSED
2026-04-20 16:12:27,XAUUSD,SELL,4807.24,0,0,0,-9.69,,CLOSED
2026-04-20 16:12:27,XAUUSD,SELL,4807.24,0,0,0,-9.45,,CLOSED
2026-04-20 16:13:20,Volatility 25 Index,SELL,3195.726,0,0,0,2.58,,CLOSED
2026-04-20 16:13:30,Volatility 25 Index,SELL,3195.925,0,0,0,2.8,,CLOSED
2026-04-20 16:21:18,Volatility 25 Index,SELL,3189.911,0,0,0,-1.9300000000000002,,CLOSED
2026-04-20 16:22:16,Volatility 25 Index,SELL,3188.975,0,0,0,-2.46,,CLOSED
2026-04-20 16:51:09,XAUUSD,SELL,4802.72,0,0,0,-10.65,,CLOSED
2026-04-20 16:51:10,XAUUSD,SELL,4802.33,0,0,0,-11.84,,CLOSED
2026-04-20 16:51:10,XAUUSD,SELL,4802.33,0,0,0,-11.5,,CLOSED
2026-04-20 16:51:10,XAUUSD,SELL,4802.33,0,0,0,-11.18,,CLOSED
2026-04-20 16:51:10,XAUUSD,SELL,4802.33,0,0,0,-11.38,,CLOSED
2026-04-20 16:57:36,Volatility 25 Index,SELL,3196.372,0,0,0,2.93,,CLOSED
2026-04-20 17:01:58,Volatility 25 Index,SELL,3197.334,0,0,0,3.2,,CLOSED
2026-04-20 17:02:02,Volatility 25 Index,SELL,3197.547,0,0,0,3.29,,CLOSED
2026-04-20 17:32:46,Volatility 75 Index,BUY,33843.58,0,0,0,3.81,,CLOSED
2026-04-20 17:33:00,Volatility 75 Index,BUY,33807.31,0,0,0,4.16,,CLOSED
2026-04-20 17:33:00,Volatility 75 Index,BUY,33807.31,0,0,0,4.16,,CLOSED
2026-04-20 17:33:48,Volatility 75 Index,BUY,33760.82,0,0,0,2.45,,CLOSED
2026-04-20 17:33:48,Volatility 75 Index,BUY,33760.82,0,0,0,2.48,,CLOSED
2026-04-20 18:17:20,Volatility 50 Index,BUY,84.3669,0,0,0,-1.63,,CLOSED
2026-04-20 18:17:20,Volatility 50 Index,BUY,84.3669,0,0,0,-1.6099999999999999,,CLOSED
2026-04-20 18:17:20,Volatility 50 Index,BUY,84.3669,0,0,0,-1.58,,CLOSED
2026-04-20 18:17:20,Volatility 50 Index,BUY,84.3669,0,0,0,-1.52,,CLOSED
2026-04-20 18:17:20,Volatility 50 Index,BUY,84.3669,0,0,0,-1.49,,CLOSED
2026-04-20 18:58:16,Volatility 25 Index,BUY,3190.198,0,0,0,-2.25,,CLOSED
2026-04-21 00:01:16,XAUUSD,SELL,4828.35,0,0,0,24.25,,CLOSED
2026-04-21 00:01:16,XAUUSD,SELL,4828.35,0,0,0,24.25,,CLOSED
2026-04-21 07:35:57,XAUUSD,BUY,4794.29,0,0,0,-2.52,,CLOSED
2026-04-21 07:35:57,XAUUSD,BUY,4794.29,0,0,0,-2.7199999999999998,,CLOSED
2026-04-21 07:39:41,Volatility 25 Index,BUY,3166.694,0,0,0,-0.31,,CLOSED
2026-04-21 07:39:55,XAUUSD,BUY,4795.95,0,0,0,-0.14,,CLOSED
2026-04-21 07:48:17,XAUUSD,BUY,4792.62,0,0,0,1.8399999999999999,,CLOSED
2026-04-21 07:48:17,XAUUSD,BUY,4792.62,0,0,0,1.8399999999999999,,CLOSED
2026-04-21 07:51:25,XAUUSD,BUY,4788.75,0,0,0,3.63,,CLOSED
2026-04-21 07:51:25,XAUUSD,BUY,4788.75,0,0,0,3.65,,CLOSED
2026-04-21 07:51:25,XAUUSD,BUY,4788.75,0,0,0,3.66,,CLOSED
2026-04-21 07:56:03,XAUUSD,SELL,4785.21,0,0,0,-2.12,,CLOSED
2026-04-21 08:03:50,Volatility 50 Index,SELL,88.6225,0,0,0,-0.1,,CLOSED
2026-04-21 08:03:50,Volatility 50 Index,SELL,88.6225,0,0,0,-0.1,,CLOSED
2026-04-21 08:03:50,Volatility 50 Index,SELL,88.6225,0,0,0,-0.18,,CLOSED
2026-04-21 08:04:14,Volatility 50 Index,SELL,88.6093,0,0,0,-0.1,,CLOSED
2026-04-21 08:04:14,Volatility 50 Index,SELL,88.6093,0,0,0,-0.1,,CLOSED
2026-04-21 08:04:19,Volatility 50 Index,SELL,88.6064,0,0,0,-0.06,,CLOSED
2026-04-21 08:04:19,Volatility 50 Index,SELL,88.6064,0,0,0,-0.06,,CLOSED
2026-04-21 08:04:32,Volatility 50 Index,SELL,88.6238,0,0,0,-0.01,,CLOSED
2026-04-21 08:04:32,Volatility 50 Index,SELL,88.6238,0,0,0,-0.01,,CLOSED
2026-04-21 08:04:49,Volatility 50 Index,SELL,88.6272,0,0,0,-0.07,,CLOSED
2026-04-21 08:04:49,Volatility 50 Index,SELL,88.6272,0,0,0,-0.07,,CLOSED
2026-04-21 08:11:44,XAUUSD,BUY,4790.02,0,0,0,-6.82,,CLOSED
2026-04-21 08:11:44,XAUUSD,BUY,4790.02,0,0,0,-6.77,,CLOSED
2026-04-21 08:16:30,XAUUSD,BUY,4783.85,0,0,0,6.09,,CLOSED
2026-04-21 08:16:30,XAUUSD,BUY,4783.85,0,0,0,6.09,,CLOSED
2026-04-21 09:08:53,XAUUSD,BUY,4779.08,0,0,0,-0.7,,CLOSED
2026-04-21 09:10:26,XAUUSD,BUY,4784.08,0,0,0,-3.39,,CLOSED
2026-04-21 09:10:26,XAUUSD,BUY,4784.08,0,0,0,-3.2800000000000002,,CLOSED
2026-04-21 09:10:26,XAUUSD,BUY,4784.08,0,0,0,-3.2,,CLOSED
2026-04-21 09:13:51,XAUUSD,BUY,4784.64,0,0,0,-3.05,,CLOSED
2026-04-21 09:13:51,XAUUSD,BUY,4784.64,0,0,0,-2.8,,CLOSED
2026-04-21 09:13:51,XAUUSD,BUY,4784.64,0,0,0,-1.1400000000000001,,CLOSED
2026-04-21 09:13:51,XAUUSD,BUY,4784.64,0,0,0,-1.12,,CLOSED
2026-04-21 09:13:51,XAUUSD,BUY,4784.64,0,0,0,-1.16,,CLOSED
2026-04-21 09:46:03,XAUUSD,BUY,4788.8,0,0,0,-4.27,,CLOSED
2026-04-21 09:46:03,XAUUSD,BUY,4788.8,0,0,0,-4.03,,CLOSED
2026-04-21 09:46:03,XAUUSD,BUY,4788.8,0,0,0,-4.3,,CLOSED
2026-04-21 09:46:03,XAUUSD,BUY,4788.8,0,0,0,-4.33,,CLOSED
2026-04-21 09:46:03,XAUUSD,BUY,4788.8,0,0,0,-4.44,,CLOSED
2026-04-21 10:06:54,XAUUSD,BUY,4781.54,0,0,0,7.72,,CLOSED
2026-04-21 10:06:54,XAUUSD,BUY,4781.54,0,0,0,7.8100000000000005,,CLOSED
2026-04-21 10:06:54,XAUUSD,BUY,4781.54,0,0,0,7.8100000000000005,,CLOSED
2026-04-21 10:06:54,XAUUSD,BUY,4780.95,0,0,0,8.19,,CLOSED
2026-04-21 10:06:54,XAUUSD,BUY,4780.95,0,0,0,8.24,,CLOSED
2026-04-21 10:29:35,XAUUSD,BUY,4788.25,0,0,0,-7.0,,CLOSED
2026-04-21 10:29:35,XAUUSD,BUY,4788.25,0,0,0,-6.83,,CLOSED
2026-04-21 10:29:35,XAUUSD,BUY,4788.25,0,0,0,-6.77,,CLOSED
2026-04-21 10:29:35,XAUUSD,BUY,4788.25,0,0,0,-6.8,,CLOSED
2026-04-21 10:29:35,XAUUSD,BUY,4788.25,0,0,0,-6.83,,CLOSED
2026-04-21 10:36:56,XAUUSD,BUY,4786.76,0,0,0,-1.08,,CLOSED
2026-04-21 10:43:12,XAUUSD,BUY,4791.66,0,0,0,-5.11,,CLOSED
2026-04-21 10:43:13,XAUUSD,BUY,4791.7,0,0,0,-5.5,,CLOSED
2026-04-21 10:43:13,XAUUSD,BUY,4791.7,0,0,0,-5.6899999999999995,,CLOSED
2026-04-21 10:43:13,XAUUSD,BUY,4791.71,0,0,0,-5.95,,CLOSED
2026-04-21 10:43:13,XAUUSD,BUY,4791.71,0,0,0,-6.09,,CLOSED
2026-04-21 11:01:00,XAUUSD,SELL,4784.86,0,0,0,-5.97,,CLOSED
2026-04-21 11:01:00,XAUUSD,SELL,4784.86,0,0,0,-6.16,,CLOSED
2026-04-21 11:01:00,XAUUSD,SELL,4784.86,0,0,0,-5.98,,CLOSED
2026-04-21 11:01:00,XAUUSD,SELL,4784.86,0,0,0,-5.95,,CLOSED
2026-04-21 11:01:00,XAUUSD,SELL,4784.86,0,0,0,-6.15,,CLOSED
2026-04-21 11:03:45,XAUUSD,SELL,4782.09,0,0,0,-3.71,,CLOSED
2026-04-21 11:03:45,XAUUSD,SELL,4782.09,0,0,0,-3.74,,CLOSED
2026-04-21 11:03:45,XAUUSD,SELL,4782.09,0,0,0,-3.59,,CLOSED
2026-04-21 11:03:45,XAUUSD,SELL,4782.09,0,0,0,-3.7199999999999998,,CLOSED
2026-04-21 11:03:45,XAUUSD,SELL,4782.09,0,0,0,-3.69,,CLOSED
2026-04-21 13:09:32,XAUUSD,SELL,4778.37,0,0,0,-5.88,,CLOSED
2026-04-21 13:09:32,XAUUSD,SELL,4778.37,0,0,0,-6.55,,CLOSED
2026-04-21 13:09:32,XAUUSD,SELL,4778.37,0,0,0,-6.78,,CLOSED
2026-04-21 13:09:32,XAUUSD,SELL,4778.37,0,0,0,-6.77,,CLOSED
2026-04-21 13:09:32,XAUUSD,SELL,4778.37,0,0,0,-7.12,,CLOSED
2026-04-21 13:15:40,Volatility 25 Index,SELL,3175.595,0,0,0,-2.04,,CLOSED
2026-04-21 13:15:40,Volatility 25 Index,SELL,3175.595,0,0,0,-1.9,,CLOSED
2026-04-21 13:15:40,Volatility 25 Index,SELL,3175.595,0,0,0,-1.8199999999999998,,CLOSED
2026-04-21 13:15:56,Volatility 25 Index,SELL,3175.013,0,0,0,-2.14,,CLOSED
2026-04-21 13:15:56,Volatility 25 Index,SELL,3175.013,0,0,0,-2.36,,CLOSED
2026-04-21 13:21:22,Volatility 25 Index,SELL,3178.1,0,0,0,1.43,,CLOSED
2026-04-21 13:21:26,Volatility 25 Index,SELL,3178.346,0,0,0,1.38,,CLOSED
2026-04-21 13:21:28,Volatility 25 Index,SELL,3178.513,0,0,0,1.34,,CLOSED
2026-04-21 13:21:28,Volatility 25 Index,SELL,3178.513,0,0,0,1.46,,CLOSED
2026-04-21 13:46:46,Volatility 25 Index,SELL,3180.502,0,0,0,1.03,,CLOSED
2026-04-21 13:48:16,XAUUSD,SELL,4797.73,0,0,0,14.77,,CLOSED
2026-04-21 13:53:58,Volatility 25 Index,SELL,3184.639,0,0,0,1.95,,CLOSED
2026-04-21 13:54:42,Volatility 50 Index,SELL,89.2294,0,0,0,-1.16,,CLOSED
2026-04-21 13:57:50,Volatility 25 Index,SELL,3187.642,0,0,0,4.66,,CLOSED
2026-04-21 13:59:52,Volatility 25 Index,SELL,3188.218,0,0,0,4.74,,CLOSED
2026-04-21 14:03:52,Volatility 25 Index,SELL,3188.624,0,0,0,4.92,,CLOSED
2026-04-21 14:12:34,Volatility 75 Index,BUY,33680.46,0,0,0,1.35,,CLOSED
2026-04-21 14:15:15,XAUUSD,SELL,4790.5,0,0,0,-3.96,,CLOSED
2026-04-21 14:15:15,XAUUSD,SELL,4790.5,0,0,0,-4.16,,CLOSED
2026-04-21 14:15:15,XAUUSD,SELL,4790.5,0,0,0,-4.18,,CLOSED
2026-04-21 14:15:56,XAUUSD,SELL,4789.26,0,0,0,-3.9699999999999998,,CLOSED
2026-04-21 14:18:04,XAUUSD,SELL,4788.96,0,0,0,-3.77,,CLOSED
2026-04-21 14:18:35,XAUUSD,SELL,4788.03,0,0,0,-2.63,,CLOSED
2026-04-21 14:18:35,XAUUSD,SELL,4788.03,0,0,0,-2.63,,CLOSED
2026-04-21 14:18:43,XAUUSD,SELL,4787.83,0,0,0,-2.87,,CLOSED
2026-04-21 14:19:02,XAUUSD,SELL,4786.62,0,0,0,-2.76,,CLOSED
2026-04-21 14:19:06,XAUUSD,SELL,4786.24,0,0,0,-3.38,,CLOSED
2026-04-21 14:19:10,XAUUSD,SELL,4785.41,0,0,0,-2.79,,CLOSED
2026-04-21 14:19:10,XAUUSD,SELL,4785.41,0,0,0,-2.88,,CLOSED
2026-04-21 14:19:26,XAUUSD,SELL,4784.89,0,0,0,-3.11,,CLOSED
2026-04-21 14:19:56,XAUUSD,SELL,4784.08,0,0,0,-2.69,,CLOSED
2026-04-21 14:19:56,XAUUSD,SELL,4783.68,0,0,0,-3.2,,CLOSED
2026-04-21 14:20:22,XAUUSD,SELL,4782.75,0,0,0,-2.81,,CLOSED
2026-04-21 14:20:22,XAUUSD,SELL,4782.75,0,0,0,-3.09,,CLOSED
2026-04-21 14:20:27,XAUUSD,SELL,4781.98,0,0,0,-3.25,,CLOSED
2026-04-21 14:20:45,XAUUSD,SELL,4781.02,0,0,0,-3.0,,CLOSED
2026-04-21 14:20:46,XAUUSD,SELL,4780.89,0,0,0,-2.9699999999999998,,CLOSED
2026-04-21 14:30:09,XAUUSD,SELL,4775.92,0,0,0,-7.11,,CLOSED
2026-04-21 14:30:09,XAUUSD,SELL,4775.92,0,0,0,-8.07,,CLOSED
2026-04-21 14:30:09,XAUUSD,SELL,4775.92,0,0,0,-8.36,,CLOSED
2026-04-21 14:30:09,XAUUSD,SELL,4775.92,0,0,0,-8.69,,CLOSED
2026-04-21 14:30:09,XAUUSD,SELL,4775.92,0,0,0,-8.98,,CLOSED
2026-04-21 14:34:06,XAUUSD,SELL,4785.84,0,0,0,94.5,,CLOSED
2026-04-21 14:36:16,XAUUSD,BUY,4788.94,0,0,0,-6.08,,CLOSED
2026-04-21 14:36:18,XAUUSD,BUY,4789.08,0,0,0,-5.46,,CLOSED
2026-04-21 14:36:18,XAUUSD,BUY,4789.08,0,0,0,-5.33,,CLOSED
2026-04-21 14:36:18,XAUUSD,BUY,4789.08,0,0,0,-4.89,,CLOSED
2026-04-21 14:36:18,XAUUSD,BUY,4789.08,0,0,0,-4.47,,CLOSED
2026-04-21 14:38:32,XAUUSD,BUY,4783.86,0,0,0,5.95,,CLOSED
2026-04-21 14:38:32,XAUUSD,BUY,4783.22,0,0,0,6.62,,CLOSED
2026-04-21 14:38:33,XAUUSD,BUY,4782.37,0,0,0,6.29,,CLOSED
2026-04-21 14:38:33,XAUUSD,BUY,4782.37,0,0,0,6.78,,CLOSED
2026-04-21 14:38:44,XAUUSD,BUY,4781.43,0,0,0,6.95,,CLOSED
2026-04-21 14:48:19,XAUUSD,BUY,4781.93,0,0,0,0.28,,CLOSED
2026-04-21 14:48:19,XAUUSD,BUY,4781.93,0,0,0,1.03,,CLOSED
2026-04-21 14:48:19,XAUUSD,BUY,4781.93,0,0,0,1.72,,CLOSED
2026-04-21 14:48:19,XAUUSD,BUY,4781.93,0,0,0,1.47,,CLOSED
2026-04-21 14:48:19,XAUUSD,BUY,4781.93,0,0,0,1.18,,CLOSED
2026-04-21 15:17:18,XAUUSD,SELL,4770.14,0,0,0.5,215.5,Strategy Exit 🤖,CLOSED
2026-04-21 15:17:18,XAUUSD,SELL,4770.14,0,0,0.01,3.83,Strategy Exit 🤖,CLOSED
2026-04-21 15:23:59,XAUUSD,SELL,4771.36,4776.54,4763.61,0.01,0,ENTRY,OPEN
2026-04-21 15:24:01,XAUUSD,SELL,4771.59,4776.56,4764.15,0.01,0,ENTRY,OPEN
2026-04-21 15:24:03,XAUUSD,SELL,4771.42,4776.57,4763.72,0.01,0,ENTRY,OPEN
2026-04-21 15:24:05,XAUUSD,SELL,4771.49,4776.57,4763.89,0.01,0,ENTRY,OPEN
2026-04-21 15:24:07,XAUUSD,SELL,4771.4,4776.57,4763.66,0.01,0,ENTRY,OPEN
2026-04-21 15:30:02,XAUUSD,SELL,4774.2,4778.85,4767.25,0.01,0,ENTRY,OPEN
2026-04-21 15:30:04,XAUUSD,SELL,4776.22,4779.88,4770.76,0.01,0,ENTRY,OPEN
2026-04-21 15:30:03,XAUUSD,BUY,4776.54,0,0,0.01,-5.18,Stop Loss 🛑,CLOSED
2026-04-21 15:30:04,XAUUSD,BUY,4776.56,0,0,0.01,-4.97,Stop Loss 🛑,CLOSED
2026-04-21 15:30:04,XAUUSD,BUY,4776.58,0,0,0.01,-5.17,Stop Loss 🛑,CLOSED
2026-04-21 15:30:04,XAUUSD,BUY,4776.58,0,0,0.01,-5.14,Stop Loss 🛑,CLOSED
2026-04-21 15:30:04,XAUUSD,BUY,4776.58,0,0,0.01,-5.16,Stop Loss 🛑,CLOSED
2026-04-21 15:30:11,XAUUSD,SELL,4776.55,4781.45,4769.22,0.01,0,ENTRY,OPEN
2026-04-21 15:30:13,XAUUSD,SELL,4775.29,4781.45,4766.07,0.01,0,ENTRY,OPEN
2026-04-21 15:30:15,XAUUSD,SELL,4776.02,4781.45,4767.9,0.01,0,ENTRY,OPEN
2026-04-21 15:30:30,XAUUSD,SELL,4777.0,4782.69,4768.49,0.01,0,ENTRY,OPEN
2026-04-21 15:30:29,XAUUSD,BUY,4779.1,0,0,0.01,-2.77,Stop Loss 🛑,CLOSED
2026-04-21 15:31:20,XAUUSD,SELL,4779.45,4783.55,4773.32,0.01,0,ENTRY,OPEN
2026-04-21 15:31:21,XAUUSD,BUY,4779.91,0,0,0.01,-2.46,Stop Loss 🛑,CLOSED
2026-04-21 15:35:28,XAUUSD,SELL,4772.99,4785.34,4754.48,0.01,0,ENTRY,OPEN
2026-04-21 15:35:29,XAUUSD,BUY,4773.27,0,0,0.01,6.18,Take Profit 🎯,CLOSED
2026-04-21 15:39:10,XAUUSD,SELL,4781.35,4785.91,4774.53,0.01,0,ENTRY,OPEN
2026-04-21 15:39:12,XAUUSD,SELL,4781.1,4785.91,4773.9,0.01,0,ENTRY,OPEN
2026-04-21 15:39:11,XAUUSD,BUY,4781.51,0,0,0.01,-5.39,Stop Loss 🛑,CLOSED
2026-04-21 15:39:11,XAUUSD,BUY,4781.51,0,0,0.01,-6.12,Stop Loss 🛑,CLOSED
2026-04-21 15:39:11,XAUUSD,BUY,4781.51,0,0,0.01,-5.48,Stop Loss 🛑,CLOSED
2026-04-21 15:39:17,XAUUSD,SELL,4781.04,4786.66,4772.63,0.01,0,ENTRY,OPEN
2026-04-21 15:39:38,XAUUSD,SELL,4782.6,4787.25,4775.65,0.01,0,ENTRY,OPEN
2026-04-21 15:39:39,XAUUSD,BUY,4782.69,0,0,0.01,-5.89,Stop Loss 🛑,CLOSED
2026-04-21 15:40:10,XAUUSD,BUY,4785.35,0,0,0.01,-12.62,Stop Loss 🛑,CLOSED
2026-04-21 15:40:10,XAUUSD,BUY,4785.91,0,0,0.01,-4.73,Stop Loss 🛑,CLOSED
2026-04-21 15:40:10,XAUUSD,BUY,4785.91,0,0,0.01,-4.62,Stop Loss 🛑,CLOSED
2026-04-21 15:40:25,XAUUSD,BUY,4786.78,0,0,0.01,-5.65,Stop Loss 🛑,CLOSED
2026-04-21 15:40:27,XAUUSD,BUY,4787.33,0,0,0.01,-4.54,Stop Loss 🛑,CLOSED
2026-04-21 15:41:26,XAUUSD,SELL,4787.22,4798.06,4770.99,0.01,0,ENTRY,OPEN
2026-04-21 15:41:28,XAUUSD,SELL,4786.95,4798.08,4770.27,0.01,0,ENTRY,OPEN
2026-04-21 15:41:31,XAUUSD,SELL,4787.13,4798.08,4770.72,0.01,0,ENTRY,OPEN
2026-04-21 15:41:33,XAUUSD,SELL,4786.76,4798.11,4769.76,0.01,0,ENTRY,OPEN
2026-04-21 15:41:35,XAUUSD,SELL,4787.44,4798.11,4771.46,0.01,0,ENTRY,OPEN
2026-04-21 16:02:47,XAUUSD,BUY,4777.88,0,0,0.01,9.34,Strategy Exit 🤖,CLOSED
2026-04-21 16:02:47,XAUUSD,BUY,4777.88,0,0,0.01,9.3,Strategy Exit 🤖,CLOSED
2026-04-21 16:02:47,XAUUSD,BUY,4777.88,0,0,0.01,9.24,Strategy Exit 🤖,CLOSED
2026-04-21 16:02:47,XAUUSD,BUY,4777.88,0,0,0.01,8.82,Strategy Exit 🤖,CLOSED
2026-04-21 16:02:47,XAUUSD,BUY,4777.88,0,0,0.01,9.51,Strategy Exit 🤖,CLOSED
2026-04-21 16:04:47,XAUUSD,SELL,4781.35,4793.61,4762.98,0.01,0,ENTRY,OPEN
2026-04-21 16:05:46,XAUUSD,SELL,4781.7,4792.06,4766.18,0.01,0,ENTRY,OPEN
2026-04-21 16:05:48,XAUUSD,SELL,4782.28,4792.12,4767.54,0.01,0,ENTRY,OPEN
2026-04-21 16:05:51,XAUUSD,SELL,4781.87,4792.12,4766.52,0.01,0,ENTRY,OPEN
2026-04-21 16:05:52,XAUUSD,SELL,4781.62,4792.12,4765.89,0.01,0,ENTRY,OPEN
2026-04-22 08:26:59,XAUUSD,BUY,4763.48,4759.04,4769.77,0.01,0,ENTRY,OPEN
2026-04-22 08:27:01,XAUUSD,BUY,4763.61,4759.03,4770.11,0.01,0,ENTRY,OPEN
2026-04-22 08:27:04,XAUUSD,BUY,4763.74,4759.02,4770.45,0.01,0,ENTRY,OPEN
2026-04-22 08:27:06,XAUUSD,BUY,4764.19,4758.98,4771.63,0.01,0,ENTRY,OPEN
2026-04-22 08:27:08,XAUUSD,BUY,4764.21,4758.98,4771.69,0.01,0,ENTRY,OPEN
